Unnamed: 0,issue_id,date,report,Security,summary,description
9204,9638,2-Apr-09,Issue 9638 : Chrome asks for confirm retransmit form data at page refresh even if page not result of form data &nbsp;   &nbsp;   hcjehg    Chrome Version : 2.0.169.1 URLs (if applicable) : N/A    : Safari 4: OK Firefox 3.x: OK IE 7: OK IE 8: OK  ? 1. Use a page with a form 2. The page that treats the form has no contents and a &lt;META HTTP- EQUIV=&quot;Refresh&quot; CONTENT=&quot;0; URL=/?view=view_PersonalTasks&quot;&gt; to avoid F5 resubmitting the form. 3. Press F5 on the page that appears after the automatic refresh.  ? The page refreshes as the page shown did NOT use form data.  ? Chrome asks for permission to resubmit form data.     It takes place on a private password protected https site. ,0,"['chrome', 'ask', 'confirm', 'retransmit', 'form', 'data', 'page', 'refresh', 'even', 'page', 'result', 'form', 'data', 'nbs']","['nbsp', 'hcjehg', 'chrome', 'version', 'url', 'applic', 'n', 'safari', 'ok', 'firefox', 'x', 'ok', 'ie', 'ok', 'ie', 'ok', 'use', 'page', 'form', 'page', 'treat', 'form', 'content', 'lt', 'meta', 'http', 'equiv', 'quot', 'refresh', 'quot', 'content', 'quot', 'url', 'view', 'view', 'personaltask', 'quot', 'gt', 'avoid', 'f', 'resubmit', 'form', 'press', 'f', 'page', 'appear', 'automat', 'refresh', 'page', 'refresh', 'page', 'shown', 'use', 'form', 'data', 'chrome', 'ask', 'permiss', 'resubmit', 'form', 'data', 'take', 'place', 'privat', 'password', 'protect', 'https', 'site']"
9225,9659,2-Apr-09,Issue 9659 : ScrollView::ScrollContentsRegionToBeVisible contains logic errors 1 person starred this issue and may be notified of changes.   &nbsp;   tedoc2000    ScrollContentsRegionToBeVisible has some logic errors in it: 1) Not detecting if the region is visible already properly. 2) using x where a y is wanted when calculating the new position to scroll to. ,0,"['scrollview', 'scrollcontentsregiontobevis', 'contain', 'logic', 'error', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbs']","['tedoc', 'scrollcontentsregiontobevis', 'logic', 'error', 'detect', 'region', 'visibl', 'alreadi', 'proper', 'use', 'x', 'want', 'calcul', 'new', 'posit', 'scroll']"
9320,9759,5-Apr-09,Issue 9759 : Page locks up with 100% CPU usage 2 problem? 1.Go to http://chesstempo.com/tactical-motifs.html 2.Boom! Both Chrome and safari lock up  so sounds like a generic webkit issue (Safari is unrecoverable and needs killing). 3.  ?  ?     ,0,"['page', 'lock', 'cpu', 'usag', 'probl']","['go', 'boom', 'chrome', 'safari', 'lock', 'sound', 'like', 'generic', 'webkit', 'issu', 'safari', 'unrecover', 'need', 'kill']"
9638,10092,13-Apr-09,Issue 10092 : 1 Failing Layout Tests 1 person starred this issue and may be notified of changes.   &nbsp;   gwilson@chromium.org    The following layout tests/directories are failing  but are not marked as WONTFIX in test_expectations.txt: Needs rebaseline. LINUX : LayoutTests/svg/W3C-SVG-1.1/animate-elem-34-t.svg = FAIL (Automatically generated from line 852 to line 855 of test_expectations.txt) ,0,"['fail', 'layout', 'test', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbs']","['gwilson', 'chromium', 'org', 'follow', 'layout', 'test', 'directori', 'fail', 'mark', 'wontfix', 'test', 'expect', 'txt', 'need', 'rebaselin', 'linux', 'layouttest', 'svg', 'w', 'c', 'svg', 'anim', 'elem', 'svg', 'fail', 'automat', 'generat', 'line', 'line', 'test', 'expect', 'txt']"
9815,10271,13-Apr-09,Issue 10271 : Worker-related layout tests are failing 2     &nbsp;   gwilson@chromium.org    The following layout tests/directories are failing  but are not marked as WONTFIX in test_expectations.txt: SKIP MAC LINUX : LayoutTests/fast/workers = TIMEOUT FAIL SKIP : LayoutTests/fast/workers/stress-js-execution.html = TIMEOUT FAIL SKIP : LayoutTests/fast/workers/worker-timeout.html = TIMEOUT FAIL SKIP : LayoutTests/http/tests/workers = TIMEOUT FAIL SKIP : LayoutTests/http/tests/xmlhttprequest/workers = TIMEOUT FAIL DEFER MAC LINUX : LayoutTests/fast/events/dispatchEvent-crash.html = CRASH FAIL (Automatically generated from line 459 to line 466 of test_expectations.txt) ,0,"['worker', 'relat', 'layout', 'test', 'fail', 'nbs']","['gwilson', 'chromium', 'org', 'follow', 'layout', 'test', 'directori', 'fail', 'mark', 'wontfix', 'test', 'expect', 'txt', 'skip', 'mac', 'linux', 'layouttest', 'fast', 'worker', 'timeout', 'fail', 'skip', 'layouttest', 'fast', 'worker', 'stress', 'js', 'execut', 'html', 'timeout', 'fail', 'skip', 'layouttest', 'fast', 'worker', 'worker', 'timeout', 'html', 'timeout', 'fail', 'skip', 'layouttest', 'http', 'test', 'worker', 'timeout', 'fail', 'skip', 'layouttest', 'http', 'test', 'xmlhttprequest', 'worker', 'timeout', 'fail', 'defer', 'mac', 'linux', 'layouttest', 'fast', 'event', 'dispatchev', 'crash', 'html', 'crash', 'fail', 'automat', 'generat', 'line', 'line', 'test', 'expect', 'txt']"
10034,10490,14-Apr-09,Issue 10490 : chrome is showing some gibberish instead of image 1 person starred this issue and may be notified of changes.   &nbsp;   aius24    Chrome Version : 1.0.154.53 URLs (if applicable) : http://www.badenis.ro/BigPicture.aspx?id=1484  IE7  : Safari 4: Firefox 3.x: IE 7:OK IE 8:  ? 1. 2. 3.  ? same thing as in IE7  ? is showing some wierd characters like: ï¿½ï¿½ï¿½ï¿½JFIF``ï¿½ï¿½C    $.' &quot; #(7) 01444'9=82&lt;.342ï¿½ï¿½C      prntScrn.JPG 232 KB &nbsp; View &nbsp; Download prntIE7.JPG 109 KB &nbsp; View &nbsp; Download ,0,"['chrome', 'show', 'gibberish', 'instead', 'imag', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbs']","['aius', 'chrome', 'version', 'url', 'applic', 'id', 'ie', 'safari', 'firefox', 'x', 'ie', 'ok', 'ie', 'thing', 'ie', 'show', 'wierd', 'charact', 'like', 'jfif', 'c', 'quot', 'lt', 'c', 'prntscrn', 'jpg', 'kb', 'nbsp', 'view', 'nbsp', 'download', 'prntie', 'jpg', 'kb', 'nbsp', 'view', 'nbsp', 'download']"
10058,10515,14-Apr-09,Issue 10515 : Pandora Radio stopped working today on Chrome &lsaquo; Prev 6396 of 14154 Next &rsaquo; 3 problem? 1. Navigate to http://www.pandora.com/ . 2. Pandora should load dynamically  but in Chrome it shows nothing but the Pandora title and some navigation links. It seems to be newly broken; it was working for me yesterday.  ?  ?     ,0,"['pandora', 'radio', 'stop', 'work', 'today', 'chrome', 'lsaqu']","['prev', 'next', 'rsaquo', 'problem', 'navig', 'pandora', 'load', 'dynam', 'chrome', 'show', 'noth', 'pandora', 'titl', 'navig', 'link', 'seem', 'newli', 'broken', 'work', 'yesterday']"
10116,10578,15-Apr-09,Issue 10578 : [64-bit] Thobber spinning should be smooth for a app window. &lsaquo; Prev 815 of 14154 Next &rsaquo; 6     &nbsp;   venkataramana@chromium.org    Reproduces on Trunk( r13742 )  but not on DEV:2.0.172.4 (Official Build 13471) -Create a application shortcut for a webpage which takes longer time to load and which has a favicon ( I guess any webpage an cnn.com is fine) -Launch the application. Notice the throbber spinning is not smooth. I mean to say  during the page loading (throbber spinning time)  webpage logo appears few times. Normally we don't show the webpage logo during page loading/as long as the throbber is spinning. Marking this as regression  as it works fine on DEV build. No repro steps in XP. ,0,"['bit', 'thobber', 'spin', 'smooth', 'app', 'window', 'lsaqu']","['prev', 'next', 'rsaquo', 'nbsp', 'venkataramana', 'chromium', 'org', 'reproduc', 'trunk', 'r', 'dev', 'offici', 'build', 'creat', 'applic', 'shortcut', 'webpag', 'take', 'longer', 'time', 'load', 'favicon', 'guess', 'webpag', 'cnn', 'com', 'fine', 'launch', 'applic', 'notic', 'throbber', 'spin', 'smooth', 'mean', 'say', 'page', 'load', 'throbber', 'spin', 'time', 'webpag', 'logo', 'appear', 'time', 'normal', 'show', 'webpag', 'logo', 'page', 'load', 'long', 'throbber', 'spin', 'mark', 'regress', 'work', 'fine', 'dev', 'build', 'repro', 'step', 'xp']"
10511,10990,24-Apr-09,Issue 10990 : Fullscreen bounds wrong after tab drag &lsaquo; Prev 3721 of 14154 Next &rsaquo; 2     &nbsp;   venkataramana@chromium.org    Trunk ( r14426 ) -Have two tabs. -Drag a tab down to omnibox and hold it -Hit F11 to switch to full screen. -Drop the tab to a new window. -Hit F11 on window too. As shown in the attachment  the window border is covered by black color including window management controls. FullScreenWithDragDrop.PNG 355 KB &nbsp; View &nbsp; Download ,0,"['fullscreen', 'bound', 'wrong', 'tab', 'drag', 'lsaqu']","['prev', 'next', 'rsaquo', 'nbsp', 'venkataramana', 'chromium', 'org', 'trunk', 'r', 'two', 'tab', 'drag', 'tab', 'omnibox', 'hold', 'hit', 'f', 'switch', 'full', 'screen', 'drop', 'tab', 'new', 'window', 'hit', 'f', 'window', 'shown', 'attach', 'window', 'border', 'cover', 'black', 'color', 'includ', 'window', 'manag', 'control', 'fullscreenwithdragdrop', 'png', 'kb', 'nbsp', 'view', 'nbsp', 'download']"
10526,11006,24-Apr-09,Issue 11006 : Plugin processes run amok InProcessBrowserTest 1 person starred this issue and may be notified of changes.   &nbsp;   tim@chromium.org    I have this simple InProcessBrowserTest that loads a bunch of URLs sequentially: IN_PROC_BROWSER_TEST_F(MyTest  Main) { FilePath path(FILE_PATH_LITERAL(&quot;C:\\chromedata\urls.txt&quot;)); std::string content; file_util::ReadFileToString(path  &amp;content); std::vector&lt;std::string&gt; lines; SplitString(content  '\n'  &amp;lines); for (size_t i = 0; i &lt; lines.size(); ++i) { ui_test_utils::NavigateToURL(browser()  GURL(lines[i])); } } I run this test using --gtest_filter=MyTest.Main The test is part of a project that contains other tests (e.g FooTest.*  BarTest.*)  but the gtest parameter above specifies that I only want to run my test. What I notice happening is that the first few URLs succeed and my gtest output looks healthy (just shows that it is Running my test). All of a sudden  the output window shows gtest output for _other_ tests  namely FooTest.* and BarTest.*! This is catastrophic as soon as one of the other tests tries to delete the test user data directory that is in use by my first test. Turns out this is due to other chrome.exe processes starting up; namely  plugin processes. Loading a page that causes a new process to start for a plugin (i.e flash) results in that process trying to run the full test suite in parallel. Passing --single-process or --disable-plugins alleviates the problem. I'm not sure what the heck is going on at the moment besides that. ,0,"['plugin', 'process', 'run', 'amok', 'inprocessbrowsertest', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbs']","['tim', 'chromium', 'org', 'simpl', 'inprocessbrowsertest', 'load', 'bunch', 'url', 'sequenti', 'proc', 'browser', 'test', 'f', 'mytest', 'main', 'filepath', 'path', 'file', 'path', 'liter', 'quot', 'c', 'chromedata', 'url', 'txt', 'quot', 'std', 'string', 'content', 'file', 'util', 'readfiletostr', 'path', 'amp', 'content', 'std', 'vector', 'lt', 'std', 'string', 'gt', 'line', 'splitstr', 'content', 'n', 'amp', 'line', 'size', 'lt', 'line', 'size', 'ui', 'test', 'util', 'navigatetourl', 'browser', 'gurl', 'line', 'run', 'test', 'use', 'gtest', 'filter', 'mytest', 'main', 'test', 'part', 'project', 'contain', 'test', 'e', 'g', 'footest', 'bartest', 'gtest', 'paramet', 'specifi', 'want', 'run', 'test', 'notic', 'happen', 'first', 'url', 'succeed', 'gtest', 'output', 'look', 'healthi', 'show', 'run', 'test', 'sudden', 'output', 'window', 'show', 'gtest', 'output', 'test', 'name', 'footest', 'bartest', 'catastroph', 'soon', 'one', 'test', 'tri', 'delet', 'test', 'user', 'data', 'directori', 'use', 'first', 'test', 'turn', 'due', 'chrome', 'exe', 'process', 'start', 'name', 'plugin', 'process', 'load', 'page', 'caus', 'new', 'process', 'start', 'plugin', 'e', 'flash', 'result', 'process', 'tri', 'run', 'full', 'test', 'suit', 'parallel', 'pass', 'singl', 'process', 'disabl', 'plugin', 'allevi', 'problem', 'sure', 'heck', 'go', 'moment', 'besid']"
10537,11017,25-Apr-09,Issue 11017 : Linux dialog button labels should be task-specific 1 person starred this issue and may be notified of changes.   Blocking: issue 11248 &nbsp;   michael.monreal    This may sound like a non-issue but it would be nice for polish. Currently  the dialog buttons in the Linux version are - About dialog: [gtk-ok] OK - Add folder dialog: [gtk-cancel] Cancel [gtk-ok] OK The GNOME HIG asks for different labels. I know you are not bound to the GNOME HIG but I think Chromium would benefit from this slight change: Basicly  the HIG asks to use specific action names instead of the very generic &quot;OK&quot;. Using action names helps determining the purpose of the dialog on the first sight. This is why you don't really see &quot;OK&quot;-buttons in GNOME or other GTK+ apps. For Chromium  the proposed change would be: - About dialog: [gtk-close] Close - Add folder dialog: [gtk-cancel] Cancel [gtk-add] Add So to sum it up  preferences-like dialogs should have a &quot;Close&quot; button instead of &quot;OK&quot;. Dialogs which perform actions should have &quot;Cancel&quot; and &quot;$action&quot;. Confirmation dialogs should have &quot;Cancel&quot; and &quot;$action&quot; as well instead of &quot;Yes&quot; &quot;No&quot; (think: &quot;Are you sure you want to delete this item? [Cancel] [Delete]) I'm trying to report this early because the same is a problem for Mozilla. They want to change to conform the HIG  but it's not easily possible because of how their multi-platform markup works. ,0,"['linux', 'dialog', 'button', 'label', 'task', 'specif', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'block', 'issu', 'nbs']","['michael', 'monreal', 'may', 'sound', 'like', 'non', 'issu', 'would', 'nice', 'polish', 'current', 'dialog', 'button', 'linux', 'version', 'dialog', 'gtk', 'ok', 'ok', 'add', 'folder', 'dialog', 'gtk', 'cancel', 'cancel', 'gtk', 'ok', 'ok', 'gnome', 'hig', 'ask', 'differ', 'label', 'know', 'bound', 'gnome', 'hig', 'think', 'chromium', 'would', 'benefit', 'slight', 'chang', 'basic', 'hig', 'ask', 'use', 'specif', 'action', 'name', 'instead', 'generic', 'quot', 'ok', 'quot', 'use', 'action', 'name', 'help', 'determin', 'purpos', 'dialog', 'first', 'sight', 'realli', 'see', 'quot', 'ok', 'quot', 'button', 'gnome', 'gtk', 'app', 'chromium', 'propos', 'chang', 'would', 'dialog', 'gtk', 'close', 'close', 'add', 'folder', 'dialog', 'gtk', 'cancel', 'cancel', 'gtk', 'add', 'add', 'sum', 'prefer', 'like', 'dialog', 'quot', 'close', 'quot', 'button', 'instead', 'quot', 'ok', 'quot', 'dialog', 'perform', 'action', 'quot', 'cancel', 'quot', 'quot', 'action', 'quot', 'confirm', 'dialog', 'quot', 'cancel', 'quot', 'quot', 'action', 'quot', 'well', 'instead', 'quot', 'yes', 'quot', 'quot', 'quot', 'think', 'quot', 'sure', 'want', 'delet', 'item', 'cancel', 'delet', 'tri', 'report', 'earli', 'problem', 'mozilla', 'want', 'chang', 'conform', 'hig', 'easili', 'possibl', 'multi', 'platform', 'markup', 'work']"
10786,11279,30-Apr-09,Issue 11279 : More friendly message: delete all profile data 2     &nbsp;   mal.chromium    The checkbox at uninstall to &quot;delete all profile data&quot; should be more informative to users so they know what profile data means. Perhaps something like the first run text? &quot;Delete all history  bookmarks  and passwords?&quot; ,0,"['friend', 'messag', 'delet', 'profil', 'data', 'nbs']","['mal', 'chromium', 'checkbox', 'uninstal', 'quot', 'delet', 'profil', 'data', 'quot', 'inform', 'user', 'know', 'profil', 'data', 'mean', 'perhap', 'someth', 'like', 'first', 'run', 'text', 'quot', 'delet', 'histori', 'bookmark', 'password', 'quot']"
11011,11510,5-May-09,Issue 11510 : Should be able to run chrome w/o disk write access &lsaquo; Prev 3727 of 14157 Next &rsaquo; 5     &nbsp;   tony.chromium    Currently chrome requires disk write access to the profile dir. We refuse to run when we don't have disk access (giving the user an option to pick a different user data dir first). Ideally  we would just run in a special mode w/o disk access (maybe similar to incognito mode?). ,0,"['abl', 'run', 'chrome', 'w', 'disk', 'write', 'access', 'lsaqu']","['prev', 'next', 'rsaquo', 'nbsp', 'toni', 'chromium', 'current', 'chrome', 'requir', 'disk', 'write', 'access', 'profil', 'dir', 'refus', 'run', 'disk', 'access', 'give', 'user', 'option', 'pick', 'differ', 'user', 'data', 'dir', 'first', 'ideal', 'would', 'run', 'special', 'mode', 'w', 'disk', 'access', 'mayb', 'similar', 'incognito', 'mode']"
11143,11650,8-May-09,Issue 11650 : move ExtensionShelf and ExtensionView to browser/views 1 person starred this issue and may be notified of changes.   &nbsp;   erikkay@chromium.org    For consistency with other classes  these should be moved. ,0,"['move', 'extensionshelf', 'extensionview', 'browser', 'view', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbs']","['erikkay', 'chromium', 'org', 'consist', 'class', 'move']"
11474,12009,14-May-09,Issue 12009 : BuildBot Monitor extension adds &lt;style&gt; tag over and over 2 problem? 1. Open Chromium with extension support 2. Go to http://dev.chromium.org/developers/design- documents/extensions/samples and install BuildNot Monitor 3. Right click to &quot;tree:open/closed&quot; to open developer tools. 4. Hover &quot;tree:open/closed&quot;  ? Developer tools should show only one &lt;style&gt; tag before &lt;head&gt; tag.  ? Every time of mouse over/out  it adds a &lt;style&gt; tag same as the others. Capture-21.PNG 75.5 KB &nbsp; View &nbsp; Download ,0,"['buildbot', 'monitor', 'extens', 'add', 'l']","['style', 'gt', 'tag', 'problem', 'open', 'chromium', 'extens', 'support', 'go', 'document', 'extens', 'sampl', 'instal', 'buildnot', 'monitor', 'right', 'click', 'quot', 'tree', 'open', 'close', 'quot', 'open', 'develop', 'tool', 'hover', 'quot', 'tree', 'open', 'close', 'quot', 'develop', 'tool', 'show', 'one', 'lt', 'style', 'gt', 'tag', 'lt', 'head', 'gt', 'tag', 'everi', 'time', 'mous', 'add', 'lt', 'style', 'gt', 'tag', 'other', 'captur', 'png', 'kb', 'nbsp', 'view', 'nbsp', 'download']"
11590,12135,17-May-09,Issue 12135 : Page loading info (bottom left) is displayed over the extensions toolbar 2 problem? 1. Run Chrome with extensions enabled (no specific extension is needed  just the bottom extensions toolbar must be present. 2. Go to a webpage that usually needs a moment to reload (the Chrome issues list is OK). 3. Place your mouse just above the left side of the bottom extensions toolbar  and press F5 to reload the page.  ? The information about the page reloading on the bottom left should not be visible because the presence of the mouse cursor should push it under the toolbar.  ? The loading information is lowered  but displayed over the toolbar instead of being hidden under it.     The red dot on the screenshot shows approximately the position of the mouse pointer. ss.jpg 12.1 KB &nbsp; View &nbsp; Download ,0,"['page', 'load', 'info', 'bottom', 'left', 'display', 'extens', 'toolbar', 'probl']","['run', 'chrome', 'extens', 'enabl', 'specif', 'extens', 'need', 'bottom', 'extens', 'toolbar', 'must', 'present', 'go', 'webpag', 'usual', 'need', 'moment', 'reload', 'chrome', 'issu', 'list', 'ok', 'place', 'mous', 'left', 'side', 'bottom', 'extens', 'toolbar', 'press', 'f', 'reload', 'page', 'inform', 'page', 'reload', 'bottom', 'left', 'visibl', 'presenc', 'mous', 'cursor', 'push', 'toolbar', 'load', 'inform', 'lower', 'display', 'toolbar', 'instead', 'hidden', 'red', 'dot', 'screenshot', 'show', 'approxim', 'posit', 'mous', 'pointer', 'ss', 'jpg', 'kb', 'nbsp', 'view', 'nbsp', 'download']"
11611,12159,18-May-09,Issue 12159 : Crash - std::_Tree&amp;amp;lt;std::_Tmap_traits&amp;amp;lt;unsigned int int std::less&amp;amp;lt;unsigned int&amp;amp;gt; std::allocator&amp;amp;lt;std::pair&amp;amp;lt;unsigned int const  int&amp;amp;gt; &amp;amp;gt; 0&amp;amp;gt; &amp;amp;gt;::lower_bound(unsigned int const &amp;amp;amp;) 1 person starred this issue and may be notified of changes.   &nbsp;   laforge@chromium.org    This crash was detected in 2.0.180.0 and appears to be a regression from 2.0.177.1. It is currently ranked #10 (based on the relative number of reports in the release). There have been 74 reports from 63 clients. Search query: http://crash/search?query=Chrome+2.0.180.0+std%3A%3A_Tree%3Cstd%3A%3A_Tmap_traits%3Cunsigned+int%2Cint%2Cstd%3A%3Aless%3Cunsigned+int%3E%2Cstd%3A%3Aallocator%3Cstd%3A%3Apair%3Cunsigned+int+const+%2Cint%3E+%3E%2C0%3E+%3E%3A%3Alower_bound%28unsigned+int+const+%26%29 ---------------------------- * Summary Data * ---------------------------- Report Link: http://crash/reportdetail?reportid=dd8d9bf09f0f79f1 Mini Dump Link: http://crash/file?reportid=dd8d9bf09f0f79f1&amp;name=upload_file_minidump Uptime: 82 sec User Comments: null OS: Windows 7 CPU Architecture: x86 CPU Info: GenuineIntel family 15 model 3 stepping 3 rept: null ptype: plugin plat: Win32 ---------------------------- * Loaded Modules * ---------------------------- chrome.dll chrome.exe NPSWF32.dll kernel32.dll ntdll.dll ---------------------------- * Crash Trace * ---------------------------- [xtree:987] - std::_Tree&lt;std::_Tmap_traits&lt;unsigned int int std::less&lt;unsigned int&gt; std::allocator&lt;std::pair&lt;unsigned int const  int&gt; &gt; 0&gt; &gt;::lower_bound(unsigned int const &amp;) [webplugin_delegate_impl.cc:561] - WebPluginDelegateImpl::OnThrottleMessage() [message_loop.cc:308] - MessageLoop::RunTask(Task *) [message_loop.cc:316] - MessageLoop::DeferOrRunPendingTask(MessageLoop::PendingTask const &amp;) [message_loop.cc:443] - MessageLoop::DoDelayedWork(base::Time *) [message_pump_win.cc:214] - base::MessagePumpForUI::DoRunLoop() [message_pump_win.cc:52] - base::MessagePumpWin::RunWithDispatcher(base::MessagePump::Delegate * base::MessagePumpWin::Dispatcher *) [message_pump_win.h:78] - base::MessagePumpWin::Run(base::MessagePump::Delegate *) [message_loop.cc:197] - MessageLoop::RunInternal() [message_loop.cc:173] - MessageLoop::RunHandler() [message_loop.cc:154] - MessageLoop::Run() [thread.cc:156] - base::Thread::ThreadMain() [platform_thread_win.cc:26] - `anonymous namespace'::ThreadFunc(void *) [kernel32.dll+0x000510db] - BaseThreadInitThunk [ntdll.dll+0x00061e9d] - [ntdll.dll+0x00061e70] - ,0,"['crash', 'std', 'tree']","['amp', 'lt', 'std', 'tmap', 'trait', 'amp', 'amp', 'lt', 'unsign', 'int', 'int', 'std', 'less', 'amp', 'amp', 'lt', 'unsign', 'int', 'amp', 'amp', 'gt', 'std', 'alloc', 'amp', 'amp', 'lt', 'std', 'pair', 'amp', 'amp', 'lt', 'unsign', 'int', 'const', 'int', 'amp', 'amp', 'gt', 'amp', 'amp', 'gt', 'amp', 'amp', 'gt', 'amp', 'amp', 'gt', 'lower', 'bound', 'unsign', 'int', 'const', 'amp', 'amp', 'amp', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbsp', 'laforg', 'chromium', 'org', 'crash', 'detect', 'appear', 'regress', 'current', 'rank', 'base', 'relat', 'number', 'report', 'releas', 'report', 'client', 'search', 'queri', 'queri', 'chrome', 'std', 'tree', 'cstd', 'tmap', 'trait', 'cunsign', 'int', 'cint', 'cstd', 'aless', 'cunsign', 'int', 'e', 'cstd', 'aalloc', 'cstd', 'apair', 'cunsign', 'int', 'const', 'cint', 'e', 'e', 'c', 'e', 'e', 'alow', 'bound', 'unsign', 'int', 'const', 'summari', 'data', 'report', 'link', 'reportid', 'dd', 'bf', 'f', 'f', 'f', 'mini', 'dump', 'link', 'reportid', 'dd', 'bf', 'f', 'f', 'f', 'amp', 'name', 'upload', 'file', 'minidump', 'uptim', 'sec', 'user', 'comment', 'null', 'os', 'window', 'cpu', 'architectur', 'x', 'cpu', 'info', 'genuineintel', 'famili', 'model', 'step', 'rept', 'null', 'ptype', 'plugin', 'plat', 'win', 'load', 'modul', 'chrome', 'dll', 'chrome', 'exe', 'npswf', 'dll', 'kernel', 'dll', 'ntdll', 'dll', 'crash', 'trace', 'xtree', 'std', 'tree', 'lt', 'std', 'tmap', 'trait', 'lt', 'unsign', 'int', 'int', 'std', 'less', 'lt', 'unsign', 'int', 'gt', 'std', 'alloc', 'lt', 'std', 'pair', 'lt', 'unsign', 'int', 'const', 'int', 'gt', 'gt', 'gt', 'gt', 'lower', 'bound', 'unsign', 'int', 'const', 'amp', 'webplugin', 'deleg', 'impl', 'cc', 'webplugindelegateimpl', 'onthrottlemessag', 'messag', 'loop', 'cc', 'messageloop', 'runtask', 'task', 'messag', 'loop', 'cc', 'messageloop', 'deferorrunpendingtask', 'messageloop', 'pendingtask', 'const', 'amp', 'messag', 'loop', 'cc', 'messageloop', 'dodelayedwork', 'base', 'time', 'messag', 'pump', 'win', 'cc', 'base', 'messagepumpforui', 'dorunloop', 'messag', 'pump', 'win', 'cc', 'base', 'messagepumpwin', 'runwithdispatch', 'base', 'messagepump', 'deleg', 'base', 'messagepumpwin', 'dispatch', 'messag', 'pump', 'win', 'h', 'base', 'messagepumpwin', 'run', 'base', 'messagepump', 'deleg', 'messag', 'loop', 'cc', 'messageloop', 'runintern', 'messag', 'loop', 'cc', 'messageloop', 'runhandl', 'messag', 'loop', 'cc', 'messageloop', 'run', 'thread', 'cc', 'base', 'thread', 'threadmain', 'platform', 'thread', 'win', 'cc', 'anonym', 'namespac', 'threadfunc', 'void', 'kernel', 'dll', 'basethreadinitthunk', 'ntdll', 'dll', 'ntdll', 'dll']"
